pair_id,source,control_id,control_family,control_name,control_desc,n_atoms,atom_keys,atoms_text,passage_id,passage_section,passage_text,covered_atoms,evidence,label_manual,confidence,note,label_prior
T7.8.5__clientname-IS-POL-00-Asset Management Policy 6_passage_2,retrieval,T7.8.5,T7,Reliable Delivery,The entity shall ensure a reliable delivery of information systems or system components.,3,"a,b,c","a: The entity shall:
b: ensure information systems and components received are genuine
c: verify software delivered has not being altered",clientname-IS-POL-00-Asset Management Policy 6_passage_2,Table of Contents,"Table of Contents

[1.	INTRODUCTION	4](.)

[2.	PURPOSE	4](.)

[3.	SCOPE	4](.)

[4.	POLICY STATEMENT	5](.)

[5.	POLICY DETAILS	5](.)

[**5.1	Asset Inventory	5**](.)

[**5.2	Asset Ownership	5**](.)

[**5.3	Asset Labelling	5**](.)

[**5.4	Asset Handling	6**](.)

[**5.5	Removable Media Management	6**](.)

[**5.6	Disposal of Media	6**](.)

[**5.7	Physical Media Transfer	7**](.)

[**5.8	Acceptable Use of Assets	7**](.)

[**5.9	Bring Your Own Device (BYOD) Arrangements	7**](.)

[6.	ROLES AND RESPONSIBILITIES	8](.)

[7.	POLICY ENFORCEMENT AND EXCEPTIONS	11](.)

[8.	MONITORING AND REVIEW	11](.)

[9.	POLICY – UAE IA CONTROL MAPPING	11](.)
Table of Contents

[1.	INTRODUCTION	4](.)

[2.	PURPOSE	4](.)

[3.	SCOPE	4](.)

[4.	POLICY STATEMENT	5](.)

[5.	POLICY DETAILS	5](.)

[**5.1	Asset Inventory	5**](.)

[**5.2	Asset Ownership	5**](.)

[**5.3	Asset Labelling	5**](.)

[**5.4	Asset Handling	6**](.)

[**5.5	Removable Media Management	6**](.)

[**5.6	Disposal of Media	6**](.)

[**5.7	Physical Media Transfer	7**](.)

[**5.8	Acceptable Use of Assets	7**](.)

[**5.9	Bring Your Own Device (BYOD) Arrangements	7**](.)

[6.	ROLES AND RESPONSIBILITIES	8](.)

[7.	POLICY ENFORCEMENT AND EXCEPTIONS	11](.)

[8.	MONITORING AND REVIEW	11](.)

[9.	POLICY – UAE IA CONTROL MAPPING	11](.)",,,,,,
M2.1.1__clientname-IS-POL-00-Asset Management Policy 6_passage_2,neg_sample,M2.1.1,M2,Unknown,The entity shall communicate and consult risk information obtained from risk management activities with all stakeholders involved. The entity shall:,2,"b,c","b: establish a risk communication plan for communicating risk information with key stakeholders including decision-makers within the entity during all stages of the risk management process
c: take into account all TRA’s issuances with regard to risk management",clientname-IS-POL-00-Asset Management Policy 6_passage_2,Table of Contents,"Table of Contents

[1.	INTRODUCTION	4](.)

[2.	PURPOSE	4](.)

[3.	SCOPE	4](.)

[4.	POLICY STATEMENT	5](.)

[5.	POLICY DETAILS	5](.)

[**5.1	Asset Inventory	5**](.)

[**5.2	Asset Ownership	5**](.)

[**5.3	Asset Labelling	5**](.)

[**5.4	Asset Handling	6**](.)

[**5.5	Removable Media Management	6**](.)

[**5.6	Disposal of Media	6**](.)

[**5.7	Physical Media Transfer	7**](.)

[**5.8	Acceptable Use of Assets	7**](.)

[**5.9	Bring Your Own Device (BYOD) Arrangements	7**](.)

[6.	ROLES AND RESPONSIBILITIES	8](.)

[7.	POLICY ENFORCEMENT AND EXCEPTIONS	11](.)

[8.	MONITORING AND REVIEW	11](.)

[9.	POLICY – UAE IA CONTROL MAPPING	11](.)
Table of Contents

[1.	INTRODUCTION	4](.)

[2.	PURPOSE	4](.)

[3.	SCOPE	4](.)

[4.	POLICY STATEMENT	5](.)

[5.	POLICY DETAILS	5](.)

[**5.1	Asset Inventory	5**](.)

[**5.2	Asset Ownership	5**](.)

[**5.3	Asset Labelling	5**](.)

[**5.4	Asset Handling	6**](.)

[**5.5	Removable Media Management	6**](.)

[**5.6	Disposal of Media	6**](.)

[**5.7	Physical Media Transfer	7**](.)

[**5.8	Acceptable Use of Assets	7**](.)

[**5.9	Bring Your Own Device (BYOD) Arrangements	7**](.)

[6.	ROLES AND RESPONSIBILITIES	8](.)

[7.	POLICY ENFORCEMENT AND EXCEPTIONS	11](.)

[8.	MONITORING AND REVIEW	11](.)

[9.	POLICY – UAE IA CONTROL MAPPING	11](.)",,,,,,
T1.1.1__clientname-IS-POL-00-Asset Management Policy 6_passage_3,golden+retrieval,T1.1.1,T1,Asset Management Policy,The entity shall establish an asset management policy.,9,"a,b,c,d,e,f,g,h,i","a: The asset management policy shall:
b: be appropriate to the complexity of the entity and to the assets managed by the entity
c: include statement of the management commitment, purpose, objective and scope of the policy
d: outline the roles and responsibilities
e: provide the framework for managing the entity’s assets, including assignment of owners
f: provide the framework for managing Bring Your Own Device (BYOD) arrangements
g: be documented and communicated to all users
h: be read and acknowledged formally by all users
i: be maintained, reviewed and updated at planned intervals or if significant changes occur",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,Not Addressed
M1.3.5__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,M1.3.5,M1,Identification of Risks,The entity shall identify and properly manage the risks related to its information and information systems from business processes involving external parties,5,"a,b,c,d,e","a: The entity shall:
b: identify risks to its information and information systems and implement the appropriate controls before granting access to any external party
c: define an external party access policy
d: identify and adopt proper controls to limit physical and logical access to information assets and entity information systems
e: monitor external party access to entity information and entity information systems",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
M1.3.6__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,M1.3.6,M1,Addressing Security When,The entity shall address all identified security requirements before giving customers access to the entity’s information or assets.,3,"a,b,c","a: The entity shall:
b: make sure that any customer accessing entity information and information systems are compliant with the entity’s information security policy and security requirements
c: monitor any customer access and verify compliance to agreed access control policy",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
M1.4.3__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,M1.4.3,M1,Documentation,"The entity shall maintain, protect and control documentation of its information security controls and their implementation.",12,"a,b,c,d,e,f,g,h,i,j,k,l","a: The entity shall ensure that
b: documents are approved prior to issue
c: documents are reviewed and updated as necessary
d: changes and the current revision status of documents are identified
e: documents remain legible and readily identifiable
f: documents are available to those who need them, are transferred, and stored in accordance with the procedures applicable to their classification
g: documents are disposed of in accordance with the procedures applicable to their classification
h: documents of external origin are identified
i: the distribution of documents is controlled
j: the unintended use of obsolete documents is prevented, and that up to date versions are available
k: suitable identification is applied to documents if they are retained for any purpose The entity shall document the compliance with the “mandatory” controls in a way that allows unique reference to the requirements of this Regulatio
l: (Sample Compliance Template may be provided by TRA in this regard).",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
M4.3.1__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,M4.3.1,M4,Management,"The entity’s management shall require employees, contractors and third party users to apply security in accordance with established policies and procedures of the entity.",4,"a,b,c,d","a: The entity shall:
b: include in human resources security policy that employees, contractors and third party users have to comply with entity security policies and procedures
c: inform all employees, contractors and third parties of the security policies they are required to be compliant with
d: present, on first access, relevant security policy/guidelines for users to read and accept",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T1.2.4__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,T1.2.4,T1,Acceptable Bring Your Own,The entity shall develop rules for the acceptable use of information assets associated with BYOD arrangements.,5,"a,b,c,d,e","a: The entity shall:
b: establish the rules for the acceptable use of personal assets that are used on the entity’s environment
c: adapt rules to the different roles (management, users, administrators, operators, contractors, etc.)
d: ensure circulation and acceptance of the rules by employees, contractors and third parties
e: measure compliance with these rules",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T1.3.3__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,T1.3.3,T1,Handling of Information,The entity shall handle assets in accordance with the information classification scheme adopted by the entity.,3,"a,b,c","a: The entity shall:
b: develop handling procedures for processing, storing and communicating information consistent with its classification and its attached label
c: safeguard the information in accordance with the established procedures",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T2.1.1__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,T2.1.1,T2,Physical and Environmental,The entity shall develop and maintain a physical and environmental security policy to ensure appropriate physical protection of assets.,8,"a,b,c,d,e,g,h,i","a: The physical and environmental security policy shall:
b: be appropriate to the purpose of the entity
c: include statement of the management commitment, purpose, objective and scope of the policy
d: outline the roles and responsibilities for the physical and environmental security
e: consider the Information Assets classification and their physical location (storage, processing, transfe
g: be documented and communicated to all users
h: be read and acknowledged formally by all users
i: be maintained, reviewed and updated at planned intervals or if significant changes occur",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T2.2.1__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,T2.2.1,T2,Physical Security Perimeter,"The entity shall use security perimeters (barriers such as walls, card controlled entry gates or manned reception desks) to protect areas that contain information and information systems.",4,"a,b,c,d","a: The entity shall:
b: identify and classify security areas based on the assets and information they process or contain
c: define security perimeters for every classified security level to ensure the right level of protection is applied
d: ensure the right security countermeasures are adopted to protect areas that contain information and information systems",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T3.4.1__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,T3.4.1,T3,Controls Against Malware,The entity shall protect its information assets from malware.,9,"a,b,c,d,e,f,g,h,j","a: The entity shall:
b: employ anti-malware protection mechanisms for the network as well as servers, workstations, laptops and other devices connected to it
c: ensure that all anti-malware protection are up-to-date
d: periodically scan all information systems files as well as files downloaded from public networks
e: scan all email attachments before reaching user’s inbox
f: scan removable media for malware every time they are connected to the information systems
g: configure servers, workstations, laptops so that they don’t “auto-run” contents from removable media
h: monitor anti-malware protection tools for malware detection events that should be logged and a notification should be sent to the administrators (refer to T.3.6.
j: ensure that users are aware of malware risks, behaviors and preventative actions (refer to M.3.2.1)",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T5.4.1__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,T5.4.1,T5,Policy on Use of Network,The entity shall provide access to users only to the services that they have been specifically authorized to use.,4,"a,b,c,d","a: The entity shall:
b: establish a policy for the use of network services that is appropriate to the entity
c: develop the framework for managing the network services and ensure the right level of protection provided against unauthorized access
d: limit user access to the required network services and in line with the developed framework",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T9.2.2__clientname-IS-POL-00-Asset Management Policy 6_passage_3,retrieval,T9.2.2,T9,Unknown,"logs when a user attempts to access resources without the appropriate privileges. To evaluate whether such logging is in place, an entity should periodically scan through its logs and compare them with the asset inventory in order to ensure that each managed item actively connected to the network is periodically generating logs. Analytical programs such as SIM/SEM solutions for reviewing logs can provide value, but the capabilities employed to analyze audit logs are quite extensive, including, importantly, even just a cursory examination by a person. Actual correlation tools can make audit logs far more useful for subsequent manual inspection. Such tools can be quite helpful in identifying subtle attacks. However, these tools are neither a panacea nor a replacement for skilled information security personnel and system administrators. Even with automated log analysis tools, human expertise and intuition are often required to identify and understand attacks. Relevant Threats and • Unauthorized access Vulnerabilities • Tempering with information systems • Backdoor or command and control",0,,(no sub-controls — judge on description),clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T2.3.8__clientname-IS-POL-00-Asset Management Policy 6_passage_3,neg_sample,T2.3.8,T2,"Unattended User Equipment A.11.3.2 AC-11, IA-2, PE-3, PE- 11.3.2 PE.3 5, PE-18, SC-10",,0,,(no sub-controls — judge on description),clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T5.5.2__clientname-IS-POL-00-Asset Management Policy 6_passage_3,neg_sample,T5.5.2,T5,User Identification and,The entity shall create a unique identifier (user ID) for each user and implement a suitable authentication technique.,4,"a,b,c,d","a: The entity shall:
b: provide a unique identifier to each user
c: enable authentication techniques that are suitable to entity
d: ensure all restricted activity are logged with the associated authenticated users",clientname-IS-POL-00-Asset Management Policy 6_passage_3,1 INTRODUCTION,"1 INTRODUCTION

<CLIENT> (hereon referred to as <CLIENT>) has embarked on a robust Asset Management initiative to safeguard information assets collected and generated during the normal course of its business operations. As a company that delivers cybersecurity services, <CLIENT>; maintains and uses valuable assets. As such, a robust and comprehensive Asset Management program is required to ensure that the assets maintained and operated by <CLIENT>; are secured and protected throughout the lifecycle.

<CLIENT>; is responsible for identifying assets and how they are used within the company; therefore, it shall set policies, processes, and standard operating procedures for handling assets, implement appropriate technical controls, and educate users about current threats to the assets that they work with and observe best practices for asset protection.

<CLIENT>; employees are expected to understand and comply with this Policy and ultimately be responsible for protecting all Information Assets from unauthorized access. Compliance with this Policy is highly important to safeguard the organization's assets and reputation. Any Policy violation may invite appropriate disciplinary action per the corporate policies, applicable laws and regulations in the United Arab Emirates.",,,,,,
T1.1.1__clientname-IS-POL-00-Asset Management Policy 6_passage_4,golden+prediction+retrieval,T1.1.1,T1,Asset Management Policy,The entity shall establish an asset management policy.,9,"a,b,c,d,e,f,g,h,i","a: The asset management policy shall:
b: be appropriate to the complexity of the entity and to the assets managed by the entity
c: include statement of the management commitment, purpose, objective and scope of the policy
d: outline the roles and responsibilities
e: provide the framework for managing the entity’s assets, including assignment of owners
f: provide the framework for managing Bring Your Own Device (BYOD) arrangements
g: be documented and communicated to all users
h: be read and acknowledged formally by all users
i: be maintained, reviewed and updated at planned intervals or if significant changes occur",clientname-IS-POL-00-Asset Management Policy 6_passage_4,2 PURPOSE,"2 PURPOSE

This Asset Management Policy (""Policy"") aims to ensure appropriate classification and protection of <CLIENT>'s information and assets.

Further, the Policy establishes a commitment to comply with applicable sections of the federal and global laws and regulations, including but not limited to UAE Information Assurance Regulation, Federal Decree Law No. 45 of 2021 regarding the Protection of Personal Data, ISO 27001, ISO 27701, ISO 20000, ISO 22301 and UAE National Cyber Risk Management Framework (NCRMF).

The following are the key objectives of this Policy:

1. **Establish asset register:** Development and maintenance of an asset register.
2. **Handling of information:** Correct and consistent handling of information assets in accordance with the organization’s information classification scheme.
3. **Management of media:** Correct and consistent management of the asset's lifecycle.
2 PURPOSE

This Asset Management Policy (""Policy"") aims to ensure appropriate classification and protection of <CLIENT>'s information and assets.

Further, the Policy establishes a commitment to comply with applicable sections of the federal and global laws and regulations, including but not limited to UAE Information Assurance Regulation, Federal Decree Law No. 45 of 2021 regarding the Protection of Personal Data, ISO 27001, ISO 27701, ISO 20000, ISO 22301 and UAE National Cyber Risk Management Framework (NCRMF).

The following are the key objectives of this Policy:

1. **Establish asset register:** Development and maintenance of an asset register.
2. **Handling of information:** Correct and consistent handling of information assets in accordance with the organization’s information classification scheme.
3. **Management of media:** Correct and consistent management of the asset's lifecycle.",,,,,,Not Addressed
M1.2.1__clientname-IS-POL-00-Asset Management Policy 6_passage_4,retrieval,M1.2.1,M1,Information,The entity’s top management shall establish a policy for information security in the entity.,3,"a,b,c","a: The information security policy shall:
b: be appropriate to the purpose of the entity
c: provide the framework for setting information security objectives and/or include information security objectives (refer to",clientname-IS-POL-00-Asset Management Policy 6_passage_4,2 PURPOSE,"2 PURPOSE

This Asset Management Policy (""Policy"") aims to ensure appropriate classification and protection of <CLIENT>'s information and assets.

Further, the Policy establishes a commitment to comply with applicable sections of the federal and global laws and regulations, including but not limited to UAE Information Assurance Regulation, Federal Decree Law No. 45 of 2021 regarding the Protection of Personal Data, ISO 27001, ISO 27701, ISO 20000, ISO 22301 and UAE National Cyber Risk Management Framework (NCRMF).

The following are the key objectives of this Policy:

1. **Establish asset register:** Development and maintenance of an asset register.
2. **Handling of information:** Correct and consistent handling of information assets in accordance with the organization’s information classification scheme.
3. **Management of media:** Correct and consistent management of the asset's lifecycle.
2 PURPOSE

This Asset Management Policy (""Policy"") aims to ensure appropriate classification and protection of <CLIENT>'s information and assets.

Further, the Policy establishes a commitment to comply with applicable sections of the federal and global laws and regulations, including but not limited to UAE Information Assurance Regulation, Federal Decree Law No. 45 of 2021 regarding the Protection of Personal Data, ISO 27001, ISO 27701, ISO 20000, ISO 22301 and UAE National Cyber Risk Management Framework (NCRMF).

The following are the key objectives of this Policy:

1. **Establish asset register:** Development and maintenance of an asset register.
2. **Handling of information:** Correct and consistent handling of information assets in accordance with the organization’s information classification scheme.
3. **Management of media:** Correct and consistent management of the asset's lifecycle.",,,,,,
