pair_id,incident_id,attack_type,attack_category,outcome_summary,observed_behaviour,atom_full_id,standard,control_id,control_name,atom_key,atom_claim,label_hint,label,evidence_note
INC-012-A__ISO.12.4.1.d,INC-012-A,Recon-Port_Scan,Recon,The port scan revealed three devices transmitting ePHI without encryption — a direct violation of the transmission security atom. Plaintext MQTT (port 1883) was in active use; the atom 'implement a me…,"At 01:18 UTC — 6 days after the ping sweep in INC-009-A — the same contractor IP conducted a full TCP port scan (nmap -sS -p 1-65535) against the 36 live hosts identified earlier. Flow records: 83,981 TCP flows over 61 seconds, mean rate 89 pkt/s, peak 141,583 pkt/s. SYN proportion was 0.46, consistent with SYN stealth scanning. The scan discovered: port 8883 (MQTT-TLS) open on 14 devices, port 1883 (MQTT plaintext) open on 3 legacy devices, port 23 (Telnet) open on 1 infusion pump (legacy firmw…",ISO.12.4.1.d,ISO 27002,ISO.12.4.1,Event Logging,d,The organization shall produce event logs recording information security events.,Y,,
INC-005-A__HIPAA.164.312.b.b,INC-005-A,DoS-SYN_Flood,DoS,"Attack contained. SYN backlog exhausted for 6 minutes, causing retrieval delays, but no ePHI was accessed or disclosed. DICOM service restored at 11:21 UTC. Firewall ACL in place. Source IP blocked.","At 11:15 UTC, the PACS gateway's TCP stack began receiving SYN segments from a single external IP (203.0.113.77) at a sustained rate of approximately 28,400 half-open connections over a 6-minute window, yielding 31,742 observed network flows. The server's SYN backlog queue (default 128 entries) saturated within 4 seconds, causing three radiology workstations to time out while attempting to retrieve DICOM images for active CT studies. Server-side logs recorded 'connection refused' on port 104 (DI…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-005-A__HIPAA.164.312.b.d,INC-005-A,DoS-SYN_Flood,DoS,"Attack contained. SYN backlog exhausted for 6 minutes, causing retrieval delays, but no ePHI was accessed or disclosed. DICOM service restored at 11:21 UTC. Firewall ACL in place. Source IP blocked.","At 11:15 UTC, the PACS gateway's TCP stack began receiving SYN segments from a single external IP (203.0.113.77) at a sustained rate of approximately 28,400 half-open connections over a 6-minute window, yielding 31,742 observed network flows. The server's SYN backlog queue (default 128 entries) saturated within 4 seconds, causing three radiology workstations to time out while attempting to retrieve DICOM images for active CT studies. Server-side logs recorded 'connection refused' on port 104 (DI…",HIPAA.164.312.b.d,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,d,The covered entity shall implement mechanisms that examine activity in information systems containing ePHI.,Y,,
INC-005-A__HIPAA.164.312.e.1.a,INC-005-A,DoS-SYN_Flood,DoS,"Attack contained. SYN backlog exhausted for 6 minutes, causing retrieval delays, but no ePHI was accessed or disclosed. DICOM service restored at 11:21 UTC. Firewall ACL in place. Source IP blocked.","At 11:15 UTC, the PACS gateway's TCP stack began receiving SYN segments from a single external IP (203.0.113.77) at a sustained rate of approximately 28,400 half-open connections over a 6-minute window, yielding 31,742 observed network flows. The server's SYN backlog queue (default 128 entries) saturated within 4 seconds, causing three radiology workstations to time out while attempting to retrieve DICOM images for active CT studies. Server-side logs recorded 'connection refused' on port 104 (DI…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-005-A__ISO.9.4.2.a,INC-005-A,DoS-SYN_Flood,DoS,"Attack contained. SYN backlog exhausted for 6 minutes, causing retrieval delays, but no ePHI was accessed or disclosed. DICOM service restored at 11:21 UTC. Firewall ACL in place. Source IP blocked.","At 11:15 UTC, the PACS gateway's TCP stack began receiving SYN segments from a single external IP (203.0.113.77) at a sustained rate of approximately 28,400 half-open connections over a 6-minute window, yielding 31,742 observed network flows. The server's SYN backlog queue (default 128 entries) saturated within 4 seconds, causing three radiology workstations to time out while attempting to retrieve DICOM images for active CT studies. Server-side logs recorded 'connection refused' on port 104 (DI…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-005-A__ISO.12.4.1.a,INC-005-A,DoS-SYN_Flood,DoS,"Attack contained. SYN backlog exhausted for 6 minutes, causing retrieval delays, but no ePHI was accessed or disclosed. DICOM service restored at 11:21 UTC. Firewall ACL in place. Source IP blocked.","At 11:15 UTC, the PACS gateway's TCP stack began receiving SYN segments from a single external IP (203.0.113.77) at a sustained rate of approximately 28,400 half-open connections over a 6-minute window, yielding 31,742 observed network flows. The server's SYN backlog queue (default 128 entries) saturated within 4 seconds, causing three radiology workstations to time out while attempting to retrieve DICOM images for active CT studies. Server-side logs recorded 'connection refused' on port 104 (DI…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-005-B__HIPAA.164.312.b.a,INC-005-B,DoS-SYN_Flood,DoS,"Telemetry unavailable for 22 minutes. ePHI in transit (SpO2, ECG waveforms) was not delivered during the outage window; buffered data was recovered post-incident. No exfiltration occurred, but two aut…","At 02:07 UTC, the cardiac telemetry server's listener on port 8443 began receiving SYN segments from a single IP (198.51.100.202) at approximately 9,800 half-open connections per minute. The attack sustained for 22 minutes, generating 38,914 observed flows before the source ceased. SYN cookie support was disabled on this server (net.ipv4.tcp_syncookies=0, confirmed in post-incident audit) because an older firmware version of the bedside telemetry transmitter required traditional SYN-ACK handshak…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-005-B__HIPAA.164.312.b.b,INC-005-B,DoS-SYN_Flood,DoS,"Telemetry unavailable for 22 minutes. ePHI in transit (SpO2, ECG waveforms) was not delivered during the outage window; buffered data was recovered post-incident. No exfiltration occurred, but two aut…","At 02:07 UTC, the cardiac telemetry server's listener on port 8443 began receiving SYN segments from a single IP (198.51.100.202) at approximately 9,800 half-open connections per minute. The attack sustained for 22 minutes, generating 38,914 observed flows before the source ceased. SYN cookie support was disabled on this server (net.ipv4.tcp_syncookies=0, confirmed in post-incident audit) because an older firmware version of the bedside telemetry transmitter required traditional SYN-ACK handshak…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-005-B__HIPAA.164.312.e.1.a,INC-005-B,DoS-SYN_Flood,DoS,"Telemetry unavailable for 22 minutes. ePHI in transit (SpO2, ECG waveforms) was not delivered during the outage window; buffered data was recovered post-incident. No exfiltration occurred, but two aut…","At 02:07 UTC, the cardiac telemetry server's listener on port 8443 began receiving SYN segments from a single IP (198.51.100.202) at approximately 9,800 half-open connections per minute. The attack sustained for 22 minutes, generating 38,914 observed flows before the source ceased. SYN cookie support was disabled on this server (net.ipv4.tcp_syncookies=0, confirmed in post-incident audit) because an older firmware version of the bedside telemetry transmitter required traditional SYN-ACK handshak…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-005-B__HIPAA.164.312.e.1.b,INC-005-B,DoS-SYN_Flood,DoS,"Telemetry unavailable for 22 minutes. ePHI in transit (SpO2, ECG waveforms) was not delivered during the outage window; buffered data was recovered post-incident. No exfiltration occurred, but two aut…","At 02:07 UTC, the cardiac telemetry server's listener on port 8443 began receiving SYN segments from a single IP (198.51.100.202) at approximately 9,800 half-open connections per minute. The attack sustained for 22 minutes, generating 38,914 observed flows before the source ceased. SYN cookie support was disabled on this server (net.ipv4.tcp_syncookies=0, confirmed in post-incident audit) because an older firmware version of the bedside telemetry transmitter required traditional SYN-ACK handshak…",HIPAA.164.312.e.1.b,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,b,The covered entity shall implement security measures to ensure that electronically transmitted ePHI is not improperly modified without detection.,Y,,
INC-005-B__ISO.9.4.2.a,INC-005-B,DoS-SYN_Flood,DoS,"Telemetry unavailable for 22 minutes. ePHI in transit (SpO2, ECG waveforms) was not delivered during the outage window; buffered data was recovered post-incident. No exfiltration occurred, but two aut…","At 02:07 UTC, the cardiac telemetry server's listener on port 8443 began receiving SYN segments from a single IP (198.51.100.202) at approximately 9,800 half-open connections per minute. The attack sustained for 22 minutes, generating 38,914 observed flows before the source ceased. SYN cookie support was disabled on this server (net.ipv4.tcp_syncookies=0, confirmed in post-incident audit) because an older firmware version of the bedside telemetry transmitter required traditional SYN-ACK handshak…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-005-B__ISO.12.6.1.a,INC-005-B,DoS-SYN_Flood,DoS,"Telemetry unavailable for 22 minutes. ePHI in transit (SpO2, ECG waveforms) was not delivered during the outage window; buffered data was recovered post-incident. No exfiltration occurred, but two aut…","At 02:07 UTC, the cardiac telemetry server's listener on port 8443 began receiving SYN segments from a single IP (198.51.100.202) at approximately 9,800 half-open connections per minute. The attack sustained for 22 minutes, generating 38,914 observed flows before the source ceased. SYN cookie support was disabled on this server (net.ipv4.tcp_syncookies=0, confirmed in post-incident audit) because an older firmware version of the bedside telemetry transmitter required traditional SYN-ACK handshak…",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-006-A__HIPAA.164.312.a.1.c,INC-006-A,DoS-TCP_Flood,DoS,No ePHI was accessed or exfiltrated. Pump dose-confirmation responses were unavailable for 5 minutes; clinical staff used bedside device confirmation as fallback. Service restored fully at 16:53 UTC.,"At 16:44 UTC, the insulin pump management server's REST API endpoint (TCP/443) received a fully-established TCP flood from a single compromised host (10.8.1.55) within the hospital's guest Wi-Fi VLAN. The attacker maintained 214 simultaneous ESTABLISHED connections, each sending empty HTTP/1.1 keep-alive frames at 1,200 requests per second, generating 44,182 observed flows over a 9-minute attack window with a peak throughput of 89,400 packets per second. The server's thread pool (200 worker thre…",HIPAA.164.312.a.1.c,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,c,The covered entity shall allow access only to persons who have been granted access rights.,Y,,
INC-006-A__HIPAA.164.312.b.b,INC-006-A,DoS-TCP_Flood,DoS,No ePHI was accessed or exfiltrated. Pump dose-confirmation responses were unavailable for 5 minutes; clinical staff used bedside device confirmation as fallback. Service restored fully at 16:53 UTC.,"At 16:44 UTC, the insulin pump management server's REST API endpoint (TCP/443) received a fully-established TCP flood from a single compromised host (10.8.1.55) within the hospital's guest Wi-Fi VLAN. The attacker maintained 214 simultaneous ESTABLISHED connections, each sending empty HTTP/1.1 keep-alive frames at 1,200 requests per second, generating 44,182 observed flows over a 9-minute attack window with a peak throughput of 89,400 packets per second. The server's thread pool (200 worker thre…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-006-A__HIPAA.164.312.b.d,INC-006-A,DoS-TCP_Flood,DoS,No ePHI was accessed or exfiltrated. Pump dose-confirmation responses were unavailable for 5 minutes; clinical staff used bedside device confirmation as fallback. Service restored fully at 16:53 UTC.,"At 16:44 UTC, the insulin pump management server's REST API endpoint (TCP/443) received a fully-established TCP flood from a single compromised host (10.8.1.55) within the hospital's guest Wi-Fi VLAN. The attacker maintained 214 simultaneous ESTABLISHED connections, each sending empty HTTP/1.1 keep-alive frames at 1,200 requests per second, generating 44,182 observed flows over a 9-minute attack window with a peak throughput of 89,400 packets per second. The server's thread pool (200 worker thre…",HIPAA.164.312.b.d,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,d,The covered entity shall implement mechanisms that examine activity in information systems containing ePHI.,Y,,
INC-006-A__HIPAA.164.312.e.1.a,INC-006-A,DoS-TCP_Flood,DoS,No ePHI was accessed or exfiltrated. Pump dose-confirmation responses were unavailable for 5 minutes; clinical staff used bedside device confirmation as fallback. Service restored fully at 16:53 UTC.,"At 16:44 UTC, the insulin pump management server's REST API endpoint (TCP/443) received a fully-established TCP flood from a single compromised host (10.8.1.55) within the hospital's guest Wi-Fi VLAN. The attacker maintained 214 simultaneous ESTABLISHED connections, each sending empty HTTP/1.1 keep-alive frames at 1,200 requests per second, generating 44,182 observed flows over a 9-minute attack window with a peak throughput of 89,400 packets per second. The server's thread pool (200 worker thre…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-006-A__ISO.9.4.2.a,INC-006-A,DoS-TCP_Flood,DoS,No ePHI was accessed or exfiltrated. Pump dose-confirmation responses were unavailable for 5 minutes; clinical staff used bedside device confirmation as fallback. Service restored fully at 16:53 UTC.,"At 16:44 UTC, the insulin pump management server's REST API endpoint (TCP/443) received a fully-established TCP flood from a single compromised host (10.8.1.55) within the hospital's guest Wi-Fi VLAN. The attacker maintained 214 simultaneous ESTABLISHED connections, each sending empty HTTP/1.1 keep-alive frames at 1,200 requests per second, generating 44,182 observed flows over a 9-minute attack window with a peak throughput of 89,400 packets per second. The server's thread pool (200 worker thre…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-006-A__ISO.12.4.1.a,INC-006-A,DoS-TCP_Flood,DoS,No ePHI was accessed or exfiltrated. Pump dose-confirmation responses were unavailable for 5 minutes; clinical staff used bedside device confirmation as fallback. Service restored fully at 16:53 UTC.,"At 16:44 UTC, the insulin pump management server's REST API endpoint (TCP/443) received a fully-established TCP flood from a single compromised host (10.8.1.55) within the hospital's guest Wi-Fi VLAN. The attacker maintained 214 simultaneous ESTABLISHED connections, each sending empty HTTP/1.1 keep-alive frames at 1,200 requests per second, generating 44,182 observed flows over a 9-minute attack window with a peak throughput of 89,400 packets per second. The server's thread pool (200 worker thre…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-007-A__HIPAA.164.312.b.a,INC-007-A,DoS-UDP_Flood,DoS,No ePHI exposed. Asset location data unavailable for 8 minutes. Clinical impact: staff located devices manually; no care delay documented. Gateway recovered via watchdog reboot at 21:01 UTC.,"At 20:53 UTC, the RTLS gateway's UDP listener on port 5000 received a volumetric flood from a single IP (172.16.88.23, later attributed to a compromised biomedical engineering workstation). The flood comprised 67,813 observed flows over 11 minutes at a mean rate of 1,412 packets per second and peak of 183,040 packets per second. Each UDP datagram was 256 bytes, well-formed but carrying random payload content unrecognised by the RTLS protocol parser. The gateway's inbound buffer (16 MB) overflowe…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-007-A__HIPAA.164.312.b.b,INC-007-A,DoS-UDP_Flood,DoS,No ePHI exposed. Asset location data unavailable for 8 minutes. Clinical impact: staff located devices manually; no care delay documented. Gateway recovered via watchdog reboot at 21:01 UTC.,"At 20:53 UTC, the RTLS gateway's UDP listener on port 5000 received a volumetric flood from a single IP (172.16.88.23, later attributed to a compromised biomedical engineering workstation). The flood comprised 67,813 observed flows over 11 minutes at a mean rate of 1,412 packets per second and peak of 183,040 packets per second. Each UDP datagram was 256 bytes, well-formed but carrying random payload content unrecognised by the RTLS protocol parser. The gateway's inbound buffer (16 MB) overflowe…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-007-A__HIPAA.164.312.e.1.a,INC-007-A,DoS-UDP_Flood,DoS,No ePHI exposed. Asset location data unavailable for 8 minutes. Clinical impact: staff located devices manually; no care delay documented. Gateway recovered via watchdog reboot at 21:01 UTC.,"At 20:53 UTC, the RTLS gateway's UDP listener on port 5000 received a volumetric flood from a single IP (172.16.88.23, later attributed to a compromised biomedical engineering workstation). The flood comprised 67,813 observed flows over 11 minutes at a mean rate of 1,412 packets per second and peak of 183,040 packets per second. Each UDP datagram was 256 bytes, well-formed but carrying random payload content unrecognised by the RTLS protocol parser. The gateway's inbound buffer (16 MB) overflowe…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-007-A__ISO.9.4.2.a,INC-007-A,DoS-UDP_Flood,DoS,No ePHI exposed. Asset location data unavailable for 8 minutes. Clinical impact: staff located devices manually; no care delay documented. Gateway recovered via watchdog reboot at 21:01 UTC.,"At 20:53 UTC, the RTLS gateway's UDP listener on port 5000 received a volumetric flood from a single IP (172.16.88.23, later attributed to a compromised biomedical engineering workstation). The flood comprised 67,813 observed flows over 11 minutes at a mean rate of 1,412 packets per second and peak of 183,040 packets per second. Each UDP datagram was 256 bytes, well-formed but carrying random payload content unrecognised by the RTLS protocol parser. The gateway's inbound buffer (16 MB) overflowe…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-007-A__ISO.12.6.1.a,INC-007-A,DoS-UDP_Flood,DoS,No ePHI exposed. Asset location data unavailable for 8 minutes. Clinical impact: staff located devices manually; no care delay documented. Gateway recovered via watchdog reboot at 21:01 UTC.,"At 20:53 UTC, the RTLS gateway's UDP listener on port 5000 received a volumetric flood from a single IP (172.16.88.23, later attributed to a compromised biomedical engineering workstation). The flood comprised 67,813 observed flows over 11 minutes at a mean rate of 1,412 packets per second and peak of 183,040 packets per second. Each UDP datagram was 256 bytes, well-formed but carrying random payload content unrecognised by the RTLS protocol parser. The gateway's inbound buffer (16 MB) overflowe…",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-008-A__HIPAA.164.312.b.a,INC-008-A,DoS-ICMP_Flood,DoS,SpO2 telemetry unavailable for 7 minutes for 6 patients; records contain 7–9 minute gaps. No ePHI was exfiltrated. Silent EHR gap handling was a partial control failure — the absence of a gap alarm is…,"At 03:28 UTC, the pulse oximeter gateway experienced an ICMP echo-request flood from 10.2.4.109 (a nurse call station running legacy Windows 7 that was compromised via a phishing link). A total of 23,914 observed flows were recorded over 7 minutes at a mean packet rate of 814 packets per second and peak of 41,209 packets per second. The gateway's network stack allocated interrupt processing time to ICMP responses, crowding out the TCP listener on port 9001 that forwards SpO2 readings to the EHR.…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-008-A__HIPAA.164.312.b.b,INC-008-A,DoS-ICMP_Flood,DoS,SpO2 telemetry unavailable for 7 minutes for 6 patients; records contain 7–9 minute gaps. No ePHI was exfiltrated. Silent EHR gap handling was a partial control failure — the absence of a gap alarm is…,"At 03:28 UTC, the pulse oximeter gateway experienced an ICMP echo-request flood from 10.2.4.109 (a nurse call station running legacy Windows 7 that was compromised via a phishing link). A total of 23,914 observed flows were recorded over 7 minutes at a mean packet rate of 814 packets per second and peak of 41,209 packets per second. The gateway's network stack allocated interrupt processing time to ICMP responses, crowding out the TCP listener on port 9001 that forwards SpO2 readings to the EHR.…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-008-A__HIPAA.164.312.e.1.a,INC-008-A,DoS-ICMP_Flood,DoS,SpO2 telemetry unavailable for 7 minutes for 6 patients; records contain 7–9 minute gaps. No ePHI was exfiltrated. Silent EHR gap handling was a partial control failure — the absence of a gap alarm is…,"At 03:28 UTC, the pulse oximeter gateway experienced an ICMP echo-request flood from 10.2.4.109 (a nurse call station running legacy Windows 7 that was compromised via a phishing link). A total of 23,914 observed flows were recorded over 7 minutes at a mean packet rate of 814 packets per second and peak of 41,209 packets per second. The gateway's network stack allocated interrupt processing time to ICMP responses, crowding out the TCP listener on port 9001 that forwards SpO2 readings to the EHR.…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-008-A__HIPAA.164.312.e.1.b,INC-008-A,DoS-ICMP_Flood,DoS,SpO2 telemetry unavailable for 7 minutes for 6 patients; records contain 7–9 minute gaps. No ePHI was exfiltrated. Silent EHR gap handling was a partial control failure — the absence of a gap alarm is…,"At 03:28 UTC, the pulse oximeter gateway experienced an ICMP echo-request flood from 10.2.4.109 (a nurse call station running legacy Windows 7 that was compromised via a phishing link). A total of 23,914 observed flows were recorded over 7 minutes at a mean packet rate of 814 packets per second and peak of 41,209 packets per second. The gateway's network stack allocated interrupt processing time to ICMP responses, crowding out the TCP listener on port 9001 that forwards SpO2 readings to the EHR.…",HIPAA.164.312.e.1.b,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,b,The covered entity shall implement security measures to ensure that electronically transmitted ePHI is not improperly modified without detection.,Y,,
INC-008-A__ISO.12.4.1.a,INC-008-A,DoS-ICMP_Flood,DoS,SpO2 telemetry unavailable for 7 minutes for 6 patients; records contain 7–9 minute gaps. No ePHI was exfiltrated. Silent EHR gap handling was a partial control failure — the absence of a gap alarm is…,"At 03:28 UTC, the pulse oximeter gateway experienced an ICMP echo-request flood from 10.2.4.109 (a nurse call station running legacy Windows 7 that was compromised via a phishing link). A total of 23,914 observed flows were recorded over 7 minutes at a mean packet rate of 814 packets per second and peak of 41,209 packets per second. The gateway's network stack allocated interrupt processing time to ICMP responses, crowding out the TCP listener on port 9001 that forwards SpO2 readings to the EHR.…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-008-A__ISO.12.6.1.a,INC-008-A,DoS-ICMP_Flood,DoS,SpO2 telemetry unavailable for 7 minutes for 6 patients; records contain 7–9 minute gaps. No ePHI was exfiltrated. Silent EHR gap handling was a partial control failure — the absence of a gap alarm is…,"At 03:28 UTC, the pulse oximeter gateway experienced an ICMP echo-request flood from 10.2.4.109 (a nurse call station running legacy Windows 7 that was compromised via a phishing link). A total of 23,914 observed flows were recorded over 7 minutes at a mean packet rate of 814 packets per second and peak of 41,209 packets per second. The gateway's network stack allocated interrupt processing time to ICMP responses, crowding out the TCP listener on port 9001 that forwards SpO2 readings to the EHR.…",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-014-A__HIPAA.164.312.a.1.a,INC-014-A,MQTT-DoS-Connect_Flood,MQTT,No ePHI was exposed or lost. NICU device telemetry interrupted for 43 seconds; QoS 1 persistent sessions preserved buffered readings on device side. No clinical adverse event. Incident root cause: una…,"At 10:08 UTC, the HiveMQ broker began receiving CONNECT packets at a rate far exceeding normal device registration. Network flow analysis captured 12,773 TCP flows over a 64-second burst, with a mean flow rate of 344.6 packets per second and a peak of 236,841 packets per second — all originating from a single internal IP (10.5.3.202, later identified as a misconfigured load-testing tool left running by a biomedical IT trainee). Each CONNECT packet presented a unique client ID string (randomly ge…",HIPAA.164.312.a.1.a,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,a,The covered entity shall implement technical policies for electronic information systems that maintain ePHI.,Y,,
INC-014-A__HIPAA.164.312.a.1.c,INC-014-A,MQTT-DoS-Connect_Flood,MQTT,No ePHI was exposed or lost. NICU device telemetry interrupted for 43 seconds; QoS 1 persistent sessions preserved buffered readings on device side. No clinical adverse event. Incident root cause: una…,"At 10:08 UTC, the HiveMQ broker began receiving CONNECT packets at a rate far exceeding normal device registration. Network flow analysis captured 12,773 TCP flows over a 64-second burst, with a mean flow rate of 344.6 packets per second and a peak of 236,841 packets per second — all originating from a single internal IP (10.5.3.202, later identified as a misconfigured load-testing tool left running by a biomedical IT trainee). Each CONNECT packet presented a unique client ID string (randomly ge…",HIPAA.164.312.a.1.c,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,c,The covered entity shall allow access only to persons who have been granted access rights.,Y,,
INC-014-A__HIPAA.164.312.b.b,INC-014-A,MQTT-DoS-Connect_Flood,MQTT,No ePHI was exposed or lost. NICU device telemetry interrupted for 43 seconds; QoS 1 persistent sessions preserved buffered readings on device side. No clinical adverse event. Incident root cause: una…,"At 10:08 UTC, the HiveMQ broker began receiving CONNECT packets at a rate far exceeding normal device registration. Network flow analysis captured 12,773 TCP flows over a 64-second burst, with a mean flow rate of 344.6 packets per second and a peak of 236,841 packets per second — all originating from a single internal IP (10.5.3.202, later identified as a misconfigured load-testing tool left running by a biomedical IT trainee). Each CONNECT packet presented a unique client ID string (randomly ge…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-014-A__HIPAA.164.312.d.a,INC-014-A,MQTT-DoS-Connect_Flood,MQTT,No ePHI was exposed or lost. NICU device telemetry interrupted for 43 seconds; QoS 1 persistent sessions preserved buffered readings on device side. No clinical adverse event. Incident root cause: una…,"At 10:08 UTC, the HiveMQ broker began receiving CONNECT packets at a rate far exceeding normal device registration. Network flow analysis captured 12,773 TCP flows over a 64-second burst, with a mean flow rate of 344.6 packets per second and a peak of 236,841 packets per second — all originating from a single internal IP (10.5.3.202, later identified as a misconfigured load-testing tool left running by a biomedical IT trainee). Each CONNECT packet presented a unique client ID string (randomly ge…",HIPAA.164.312.d.a,HIPAA,HIPAA.164.312.d,Person or Entity Authentication — Standard,a,The covered entity shall implement procedures to verify that a person seeking access to ePHI is the one claimed.,Y,,
INC-014-A__ISO.9.4.2.a,INC-014-A,MQTT-DoS-Connect_Flood,MQTT,No ePHI was exposed or lost. NICU device telemetry interrupted for 43 seconds; QoS 1 persistent sessions preserved buffered readings on device side. No clinical adverse event. Incident root cause: una…,"At 10:08 UTC, the HiveMQ broker began receiving CONNECT packets at a rate far exceeding normal device registration. Network flow analysis captured 12,773 TCP flows over a 64-second burst, with a mean flow rate of 344.6 packets per second and a peak of 236,841 packets per second — all originating from a single internal IP (10.5.3.202, later identified as a misconfigured load-testing tool left running by a biomedical IT trainee). Each CONNECT packet presented a unique client ID string (randomly ge…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-014-A__ISO.12.4.1.a,INC-014-A,MQTT-DoS-Connect_Flood,MQTT,No ePHI was exposed or lost. NICU device telemetry interrupted for 43 seconds; QoS 1 persistent sessions preserved buffered readings on device side. No clinical adverse event. Incident root cause: una…,"At 10:08 UTC, the HiveMQ broker began receiving CONNECT packets at a rate far exceeding normal device registration. Network flow analysis captured 12,773 TCP flows over a 64-second burst, with a mean flow rate of 344.6 packets per second and a peak of 236,841 packets per second — all originating from a single internal IP (10.5.3.202, later identified as a misconfigured load-testing tool left running by a biomedical IT trainee). Each CONNECT packet presented a unique client ID string (randomly ge…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
